job_id,title,company,location,experience_level,experience_years,salary_lpa,company_rating,skills
IND2025039,Data Engineer,Google,Mumbai,Mid,3.5,17.5,4.0,Python;Airflow;Dbt;Sql
IND2025040,QA Engineer,Byju's,Delhi,Senior,6.5,36.2,3.9,Manual Testing;Python;Jira;Selenium
IND2025041,Java Developer,BEL,Pune,Mid,3.5,6.8,4.3,Hibernate;Rest Apis;Microservices
IND2025042,Java Developer,Flipkart,Remote,Mid,3.5,4.5,4.2,Spring Boot;Maven;Hibernate;Rest Apis;Java
IND2025043,Full Stack Developer,Lenskart,Coimbatore,Senior,6.5,48.0,3.8,React;Docker;Postgresql;Mongodb;Aws;Rest Apis
IND2025044,Cloud Engineer,Tech Mahindra,Delhi,Mid,3.5,8.6,4.2,Kubernetes;Azure;Gcp;Aws
IND2025045,Machine Learning Engineer,BSNL,Pune,Mid,3.5,8.5,3.6,Pytorch;Scikit-Learn;Tensorflow;Mlops;Docker;Python
IND2025046,Python Developer,TCS,Delhi,Senior,6.5,30.1,3.6,Fastapi;Aws;Postgresql;Rest Apis;Django;Docker
IND2025047,React Developer,Razorpay,Remote,Mid,3.5,12.6,3.8,Javascript;Next.Js;Typescript
IND2025048,Cybersecurity Analyst,InMobi,Remote,Entry,3.5,4.5,3.0,Siem;Ethical Hacking;Penetration Testing
IND2025049,Android Developer,BHEL,Coimbatore,Mid,3.5,4.5,3.9,Kotlin;Firebase;Android Sdk;Rest Apis;Java
IND2025050,Python Developer,Infosys,Remote,Mid,3.5,23.2,4.3,Rest Apis;Fastapi;Python;Aws;Django
IND2025051,Power BI Developer,IBM,Kochi,Senior,6.5,36.6,4.0,Data Modeling;Sql;Etl;Power Bi;Azure
IND2025052,Blockchain Developer,Deloitte,Remote,Senior,6.5,40.6,3.6,Ethereum;Solidity;Web3.Js;Smart Contracts
IND2025053,AI Engineer,ONGC,Remote,Mid,3.5,4.5,4.3,Langchain;Nlp;Rag;Prompt Engineering;Openai Api
IND2025054,React Developer,InMobi,Remote,Entry,3.5,6.0,3.9,Next.Js;Redux;Typescript;React;Html/Css
IND2025055,Node.js Developer,Infosys,Kochi,Mid,3.5,48.0,4.1,Rest Apis;Node.Js;Javascript;Typescript;Mongodb
IND2025056,Technical Lead,Freshworks,Coimbatore,Mid,3.5,18.8,4.2,Microservices;Agile;Code Review;System Design;Aws
IND2025057,Android Developer,Tech Mahindra,Bangalore,Mid,3.5,48.0,4.1,Kotlin;Android Sdk;Java
IND2025058,Data Engineer,MakeMyTrip,Remote,Senior,6.5,4.5,4.1,Sql;Dbt;Spark;Python
IND2025059,MLOps Engineer,Tech Mahindra,Pune,Mid,3.5,10.5,4.2,Airflow;Aws;Kubernetes
IND2025060,Business Analyst,Flipkart,Hyderabad,Senior,6.5,42.6,3.9,Power Bi;Agile;Excel
IND2025061,UI/UX Designer,Ola,Remote,Mid,3.5,21.6,4.0,Wireframing;Css;Adobe Xd;Prototyping
IND2025062,Frontend Developer,Tech Mahindra,Mumbai,Mid,3.5,20.8,3.7,Figma;Javascript;Next.Js;React;Typescript
IND2025063,React Developer,HAL,Remote,Mid,3.5,23.3,4.2,Javascript;React;Typescript;Redux;Html/Css;Next.Js
IND2025064,Research Scientist,Setu,Remote,Entry,3.5,6.3,4.1,Deep Learning;Pytorch;Python;R;Publications
IND2025065,Research Scientist,Capgemini,Hyderabad,Mid,3.5,21.5,3.7,Python;R;Statistics
IND2025066,Cloud Engineer,InMobi,Chennai,Entry,3.5,4.9,3.2,Aws;Azure;Terraform;Linux;Docker
IND2025067,Backend Developer,TCS,Hyderabad,Entry,3.5,5.8,4.2,Python;Mongodb;Redis;Postgresql;Node.Js
IND2025068,MLOps Engineer,Freshworks,Chandigarh,Entry,3.5,6.8,4.2,Docker;Airflow;Ci/Cd;Kubernetes;Python
IND2025069,Blockchain Developer,Amazon,Chennai,Mid,3.5,23.8,4.1,Ethereum;Python;Solidity;Web3.Js;Smart Contracts
IND2025070,Data Analyst,BEL,Remote,Senior,6.5,18.7,4.1,Data Visualization;Statistics;Power Bi;Excel;Tableau
IND2025071,MLOps Engineer,Paytm,Hyderabad,Entry,3.5,7.5,4.1,Aws;Ci/Cd;Python
IND2025072,Node.js Developer,Zoho,Jaipur,Mid,3.5,8.5,3.9,Typescript;Node.Js;Express.Js;Javascript;Mongodb
IND2025073,Full Stack Developer,HAL,Delhi,Mid,3.5,12.7,3.6,Postgresql;Python;Docker;Rest Apis;Node.Js;Mongodb
IND2025074,Research Scientist,InMobi,Pune,Mid,3.5,48.0,3.3,Statistics;Pytorch;Nlp
IND2025075,Software Engineer,BEL,Remote,Entry,3.5,4.5,3.3,System Design;Git;Algorithms
IND2025076,QA Engineer,Khatabook,Hyderabad,Entry,3.5,6.5,3.7,Python;Api Testing;Manual Testing;Postman;Jira;Selenium
IND2025077,Python Developer,BrowserStack,Mumbai,Senior,6.5,4.5,3.2,Postgresql;Python;Aws;Docker;Django
IND2025078,Cloud Engineer,BHEL,Remote,Mid,3.5,23.3,4.0,Gcp;Azure;Aws
IND2025079,Python Developer,Tech Mahindra,Remote,Mid,3.5,14.8,3.8,Python;Fastapi;Django
IND2025080,Machine Learning Engineer,Tech Mahindra,Mumbai,Mid,3.5,4.5,3.7,Scikit-Learn;Docker;Tensorflow
IND2025081,iOS Developer,Accenture,Chennai,Mid,3.5,4.5,3.4,Core Data;Rest Apis;Xcode
IND2025082,Android Developer,Deloitte,Indore,Entry,3.5,4.8,3.3,Firebase;Jetpack Compose;Java;Kotlin;Android Sdk;Rest Apis
IND2025083,Data Analyst,HAL,Remote,Mid,3.5,4.5,4.0,Power Bi;Sql;Data Visualization;Tableau;Excel
IND2025084,Full Stack Developer,Lenskart,Remote,Entry,3.5,5.4,3.2,Docker;Rest Apis;Python
IND2025085,Cybersecurity Analyst,Freshworks,Remote,Mid,3.5,22.2,3.7,Ethical Hacking;Siem;Python;Network Security;Penetration Testing
IND2025086,AI Engineer,Microsoft,Hyderabad,Mid,3.5,48.0,3.1,Llms;Openai Api;Nlp;Prompt Engineering;Langchain;Vector Dbs
IND2025087,UI/UX Designer,Meesho,Remote,Mid,3.5,13.3,4.3,Adobe Xd;Figma;Css;Prototyping;Wireframing;User Research
IND2025088,Power BI Developer,Chargebee,Chennai,Mid,3.5,13.7,3.4,Azure;Sql;Data Modeling;Dax
IND2025089,Product Manager,Ola,Chennai,Entry,3.5,7.2,3.8,User Research;Sql;Roadmapping;Product Strategy;A/B Testing;Agile
IND2025090,AI Engineer,BrowserStack,Kolkata,Senior,6.5,36.9,4.2,Openai Api;Llms;Prompt Engineering;Langchain
IND2025091,React Developer,Microsoft,Remote,Entry,3.5,5.5,2.9,Javascript;Next.Js;Typescript;Redux
IND2025092,Android Developer,Byju's,Chennai,Mid,3.5,14.2,3.7,Jetpack Compose;Java;Firebase;Rest Apis;Android Sdk
IND2025093,Cybersecurity Analyst,Wipro,Pune,Mid,3.5,9.9,3.1,Python;Network Security;Penetration Testing;Ethical Hacking;Siem
IND2025094,Frontend Developer,Ola,Mumbai,Senior,6.5,48.0,3.9,Html/Css;Typescript;Figma;React;Next.Js;Javascript
IND2025096,Data Analyst,Zoho,Remote,Mid,3.5,24.3,2.9,Python;Power Bi;Excel;Data Visualization;Statistics
IND2025097,UI/UX Designer,BrowserStack,Remote,Senior,6.5,37.4,4.0,Prototyping;User Research;Wireframing;Css;Adobe Xd
IND2025098,Power BI Developer,Zoho,Remote,Mid,3.5,17.0,4.1,Etl;Power Bi;Data Modeling;Excel
IND2025099,DevOps Engineer,Zerodha,Pune,Entry,3.5,4.8,3.7,Ansible;Ci/Cd;Linux;Docker;Kubernetes;Jenkins
IND2025100,DevOps Engineer,BEL,Remote,Mid,3.5,8.8,4.1,Ansible;Kubernetes;Ci/Cd;Jenkins;Terraform
IND2025101,QA Engineer,Postman,Delhi,Mid,3.5,22.1,3.4,Postman;Jira;Python;Manual Testing;Selenium;Api Testing
IND2025102,Product Manager,Capgemini,Chennai,Mid,3.5,16.6,4.0,Roadmapping;Agile;Product Strategy;User Research
IND2025103,AI Engineer,BSNL,Remote,Mid,3.5,13.2,4.2,Rag;Openai Api;Vector Dbs
IND2025104,Software Engineer,HAL,Remote,Mid,3.5,28.7,4.2,System Design;C++;Data Structures
IND2025105,React Developer,Swiggy,Remote,Entry,3.5,6.6,4.0,Next.Js;Javascript;Html/Css;Typescript;Redux
IND2025106,Software Engineer,Accenture,Remote,Mid,3.5,9.2,3.5,Algorithms;System Design;C++
IND2025107,DevOps Engineer,Nykaa,Remote,Mid,3.5,27.3,3.7,Ansible;Kubernetes;Aws;Terraform
IND2025108,Business Analyst,Zerodha,Bhubaneswar,Senior,6.5,34.1,4.2,Sql;Agile;Excel
IND2025109,Cloud Engineer,Chargebee,Ahmedabad,Senior,6.5,30.3,4.1,Docker;Terraform;Gcp
IND2025110,MLOps Engineer,Accenture,Nagpur,Mid,3.5,48.0,4.0,Kubernetes;Ci/Cd;Airflow;Mlflow;Python;Aws
IND2025111,Business Analyst,Urban Company,Remote,Mid,3.5,9.3,3.4,Requirements Gathering;Agile;Jira;Power Bi;Excel
IND2025112,Technical Lead,Fi Money,Remote,Mid,3.5,4.5,3.7,Code Review;System Design;Agile
IND2025113,Business Analyst,Leadsquared,Remote,Mid,3.5,48.0,4.3,Excel;Power Bi;Jira;Agile;Sql
IND2025114,React Developer,HAL,Lucknow,Mid,3.5,25.4,4.0,Redux;Javascript;Typescript;Next.Js;React;Html/Css
IND2025115,Java Developer,HAL,Remote,Mid,3.5,7.9,4.2,Java;Maven;Spring Boot;Sql;Rest Apis
IND2025116,Software Engineer,Chargebee,Jaipur,Mid,3.5,24.2,3.4,Python;System Design;Data Structures;Rest Apis
IND2025117,Full Stack Developer,Cognizant,Remote,Mid,3.5,8.2,2.7,Docker;Node.Js;Python;Rest Apis;Mongodb;React
IND2025118,Data Engineer,Freshworks,Mumbai,Entry,3.5,8.7,3.2,Sql;Dbt;Airflow;Aws;Etl
IND2025119,Data Engineer,Cisco,Remote,Mid,3.5,48.0,2.7,Python;Airflow;Spark
IND2025120,Business Analyst,Ola,Bhubaneswar,Mid,3.5,48.0,3.7,Agile;Power Bi;Jira
IND2025121,Technical Lead,Cisco,Mumbai,Mid,3.5,12.0,3.5,Team Leadership;Agile;Code Review
IND2025122,Java Developer,Oracle,Lucknow,Entry,3.5,4.7,4.2,Java;Hibernate;Rest Apis;Microservices
IND2025123,Node.js Developer,Cisco,Remote,Mid,3.5,7.7,4.0,Express.Js;Mongodb;Node.Js
IND2025124,DevOps Engineer,Wipro,Remote,Senior,6.5,28.9,3.0,Kubernetes;Terraform;Linux;Jenkins
IND2025125,NLP Engineer,Setu,Remote,Entry,3.5,6.7,3.2,Huggingface;Bert;Spacy;Tensorflow;Python;Llms
IND2025126,UI/UX Designer,Chargebee,Delhi,Entry,3.5,6.7,2.8,Figma;Adobe Xd;Wireframing;Prototyping
IND2025127,Full Stack Developer,Deloitte,Remote,Entry,3.5,6.0,3.2,Python;Docker;Mongodb;Node.Js
IND2025128,Software Engineer,Tech Mahindra,Bangalore,Mid,3.5,6.4,3.7,Python;Rest Apis;C++;Java;Data Structures;Git
IND2025129,Cloud Engineer,Hasura,Remote,Mid,3.5,11.1,3.1,Gcp;Linux;Terraform;Azure;Docker;Kubernetes
IND2025130,Data Engineer,PhonePe,Remote,Entry,3.5,4.5,4.0,Dbt;Aws;Airflow
IND2025131,Python Developer,Deloitte,Remote,Mid,3.5,15.9,4.0,Docker;Postgresql;Aws;Python;Rest Apis
IND2025133,Data Scientist,IBM,Remote,Entry,3.5,5.6,3.5,Nlp;Deep Learning;Pandas;Statistics
IND2025134,Frontend Developer,Fi Money,Delhi,Mid,3.5,26.9,3.3,Next.Js;Javascript;Typescript;Html/Css
IND2025135,Android Developer,Flipkart,Jaipur,Mid,3.5,11.6,3.4,Rest Apis;Kotlin;Java
IND2025136,React Developer,Byju's,Hyderabad,Mid,3.5,24.3,3.3,Next.Js;Html/Css;React;Typescript;Redux
IND2025137,QA Engineer,Meesho,Bhubaneswar,Mid,3.5,13.8,3.9,Api Testing;Python;Postman;Manual Testing
IND2025138,React Developer,BEL,Hyderabad,Mid,3.5,23.3,3.5,Redux;Javascript;React;Typescript;Html/Css;Next.Js
IND2025139,Python Developer,Zoho,Nagpur,Mid,3.5,32.4,4.0,Aws;Docker;Rest Apis
IND2025140,Android Developer,Oracle,Remote,Mid,3.5,12.8,3.2,Java;Rest Apis;Android Sdk;Jetpack Compose
IND2025141,Software Engineer,TCS,Nagpur,Mid,3.5,8.5,3.4,Python;Rest Apis;Data Structures;Java;C++
IND2025142,QA Engineer,Leadsquared,Remote,Mid,3.5,20.7,3.9,Postman;Api Testing;Jira
IND2025143,React Developer,Fi Money,Remote,Mid,3.5,18.9,3.8,Javascript;Redux;Typescript;Html/Css;Next.Js;React
IND2025144,Full Stack Developer,Slice,Pune,Senior,6.5,35.1,4.2,Aws;Node.Js;Docker
IND2025145,React Developer,Accenture,Delhi,Mid,3.5,13.6,3.4,Redux;React;Next.Js;Html/Css
IND2025146,iOS Developer,Google,Bangalore,Mid,3.5,48.0,4.1,Swift;Xcode;Firebase
IND2025147,AI Engineer,BSNL,Chennai,Entry,3.5,4.6,4.1,Prompt Engineering;Openai Api;Vector Dbs;Rag
IND2025148,MLOps Engineer,Meesho,Mumbai,Mid,3.5,11.0,3.6,Ci/Cd;Python;Docker;Mlflow;Aws
IND2025149,Android Developer,Leadsquared,Remote,Mid,3.5,10.0,3.6,Android Sdk;Firebase;Java
IND2025150,QA Engineer,Leadsquared,Chennai,Entry,3.5,7.1,3.2,Manual Testing;Api Testing;Postman;Python;Jira
IND2025151,Data Analyst,Cisco,Mumbai,Mid,3.5,16.0,3.7,Power Bi;Statistics;Tableau
IND2025152,Cybersecurity Analyst,Lenskart,Kolkata,Entry,3.5,5.0,4.2,Python;Siem;Network Security;Penetration Testing;Ethical Hacking
IND2025153,Full Stack Developer,PhonePe,Pune,Mid,3.5,48.0,4.1,Docker;Node.Js;Python;React
IND2025154,Data Scientist,Slice,Hyderabad,Mid,3.5,18.2,3.1,Statistics;Pandas;Tableau;Deep Learning;Nlp;Machine Learning
IND2025155,iOS Developer,HCL Technologies,Remote,Mid,3.5,48.0,4.1,Swift;Firebase;Rest Apis;Core Data;Swiftui
IND2025156,Backend Developer,Dream11,Remote,Senior,6.5,48.0,4.0,Django;Postgresql;Redis
IND2025158,Business Analyst,InMobi,Chennai,Entry,3.5,5.2,4.1,Jira;Power Bi;Agile;Excel;Requirements Gathering;Sql
IND2025159,Machine Learning Engineer,Cognizant,Remote,Entry,3.5,6.6,2.9,Tensorflow;Aws;Docker
IND2025160,Java Developer,Infosys,Indore,Mid,3.5,9.1,2.7,Sql;Hibernate;Maven;Spring Boot;Java;Rest Apis
IND2025161,Java Developer,BSNL,Hyderabad,Mid,3.5,7.1,4.2,Java;Sql;Spring Boot
IND2025162,Java Developer,TCS,Remote,Entry,3.5,5.4,3.9,Spring Boot;Microservices;Sql;Maven;Hibernate;Rest Apis
IND2025163,Backend Developer,IBM,Remote,Entry,3.5,5.2,3.6,Docker;Node.Js;Django;Postgresql
IND2025164,Data Engineer,Tech Mahindra,Remote,Mid,3.5,14.5,4.1,Aws;Dbt;Sql;Spark;Etl;Python
IND2025165,Node.js Developer,HCL Technologies,Remote,Mid,3.5,11.5,4.1,Javascript;Node.Js;Mongodb;Rest Apis;Typescript
IND2025166,Research Scientist,Zomato,Bangalore,Entry,3.5,8.0,4.0,Pytorch;R;Deep Learning;Statistics
IND2025167,AI Engineer,Capgemini,Remote,Mid,3.5,9.6,3.9,Langchain;Vector Dbs;Rag;Prompt Engineering
IND2025168,Node.js Developer,Urban Company,Chennai,Senior,6.5,28.8,4.2,Typescript;Javascript;Rest Apis
IND2025169,Research Scientist,Deloitte,Hyderabad,Entry,3.5,4.5,3.6,Pytorch;Statistics;Deep Learning
IND2025170,Python Developer,Slice,Pune,Mid,3.5,12.0,2.8,Python;Rest Apis;Postgresql;Django;Aws;Docker
IND2025171,Backend Developer,Accenture,Remote,Entry,3.5,4.5,4.3,Node.Js;Mongodb;Postgresql;Python;Fastapi;Django
IND2025172,DevOps Engineer,Nykaa,Chandigarh,Mid,3.5,24.2,3.7,Jenkins;Docker;Ansible;Ci/Cd;Aws;Terraform
IND2025173,Machine Learning Engineer,Microsoft,Remote,Mid,3.5,18.7,3.7,Tensorflow;Docker;Mlops;Scikit-Learn;Aws
IND2025174,Backend Developer,Swiggy,Remote,Entry,3.5,7.7,3.9,Django;Node.Js;Mongodb;Docker;Fastapi;Postgresql
IND2025176,Power BI Developer,MakeMyTrip,Remote,Mid,3.5,13.7,3.9,Data Modeling;Sql;Etl;Excel;Power Bi;Dax
IND2025177,Python Developer,DRDO,Remote,Senior,6.5,16.5,4.0,Postgresql;Aws;Rest Apis;Python;Docker;Django
IND2025178,Data Scientist,ONGC,Remote,Senior,6.5,24.2,3.5,Tensorflow;Tableau;Deep Learning;Scikit-Learn;Pandas
IND2025179,Blockchain Developer,Urban Company,Hyderabad,Mid,3.5,17.0,3.2,Python;Web3.Js;Solidity;Smart Contracts
IND2025180,React Developer,Slice,Mumbai,Senior,6.5,36.1,3.9,Typescript;Redux;Next.Js;Html/Css;React
IND2025181,Software Engineer,Setu,Indore,Entry,3.5,4.9,3.7,Java;Python;Algorithms;Git;System Design;C++
IND2025182,Data Scientist,Leadsquared,Kochi,Mid,3.5,48.0,4.0,Tensorflow;Scikit-Learn;Nlp;Deep Learning;Machine Learning
IND2025183,Java Developer,Paytm,Pune,Mid,3.5,48.0,3.4,Hibernate;Java;Microservices
IND2025184,QA Engineer,NTPC,Remote,Senior,6.5,15.9,3.6,Manual Testing;Python;Selenium;Jira;Api Testing
IND2025185,Data Scientist,Setu,Remote,Mid,3.5,26.5,3.1,Nlp;Tensorflow;Machine Learning;Scikit-Learn;Pandas
IND2025186,Backend Developer,Leadsquared,Remote,Mid,3.5,24.4,3.9,Postgresql;Fastapi;Redis;Java;Django
IND2025187,Technical Lead,Cisco,Bangalore,Senior,6.5,33.1,3.3,Microservices;Team Leadership;Agile;Code Review
IND2025188,Data Analyst,Wipro,Remote,Entry,3.5,5.1,2.6,Data Visualization;Sql;Excel;Tableau;Power Bi;Python
IND2025189,Business Analyst,Slice,Remote,Entry,3.5,5.2,4.3,Excel;Sql;Requirements Gathering;Power Bi;Jira
IND2025190,Cybersecurity Analyst,PhonePe,Remote,Mid,3.5,48.0,3.2,Network Security;Penetration Testing;Python;Siem
IND2025192,QA Engineer,Microsoft,Chandigarh,Mid,3.5,12.0,3.4,Selenium;Api Testing;Manual Testing;Python;Postman;Jira
IND2025193,Business Analyst,Google,Mumbai,Entry,3.5,5.4,3.0,Sql;Jira;Agile
IND2025194,Business Analyst,Fi Money,Remote,Mid,3.5,19.3,4.1,Power Bi;Jira;Agile
IND2025195,Data Analyst,Hasura,Indore,Mid,3.5,10.4,3.7,Excel;Sql;Tableau;Python;Data Visualization
IND2025196,Cloud Engineer,BSNL,Remote,Mid,3.5,12.2,4.2,Linux;Docker;Terraform;Azure;Gcp;Kubernetes
IND2025197,UI/UX Designer,BEL,Remote,Senior,6.5,19.8,4.0,Css;User Research;Figma;Adobe Xd
IND2025198,Android Developer,Oracle,Bhubaneswar,Entry,3.5,6.1,3.4,Kotlin;Jetpack Compose;Android Sdk;Firebase
IND2025199,Android Developer,Swiggy,Remote,Senior,6.5,48.0,4.1,Firebase;Kotlin;Rest Apis;Java;Android Sdk;Jetpack Compose
IND2025200,Engineering Manager,Khatabook,Mumbai,Mid,3.5,26.2,2.6,System Design;Roadmapping;Hiring;Okrs;Agile;People Management
IND2025201,Full Stack Developer,Leadsquared,Remote,Mid,3.5,8.7,3.3,Node.Js;Python;Postgresql;Rest Apis;Docker;React
IND2025202,Full Stack Developer,Slice,Remote,Senior,6.5,32.6,4.2,React;Postgresql;Docker;Rest Apis;Mongodb;Python
IND2025203,QA Engineer,Oracle,Hyderabad,Mid,3.5,21.8,3.9,Jira;Postman;Manual Testing;Python
IND2025204,Node.js Developer,MakeMyTrip,Indore,Mid,3.5,25.3,4.0,Typescript;Mongodb;Express.Js;Javascript;Node.Js
IND2025205,Python Developer,Ola,Coimbatore,Mid,3.5,16.2,3.3,Postgresql;Python;Docker
IND2025206,Python Developer,Tech Mahindra,Kolkata,Senior,6.5,26.6,4.0,Python;Postgresql;Docker;Django;Fastapi;Rest Apis
IND2025207,QA Engineer,IBM,Pune,Mid,3.5,10.4,3.3,Python;Jira;Manual Testing;Api Testing;Selenium;Postman
IND2025208,Software Engineer,Meesho,Delhi,Mid,3.5,15.9,4.2,Java;Python;C++;Algorithms
IND2025209,Frontend Developer,BrowserStack,Pune,Mid,3.5,9.3,3.5,Next.Js;Figma;Html/Css;React;Javascript;Tailwind Css
IND2025210,Engineering Manager,Postman,Remote,Entry,3.5,7.0,2.8,People Management;System Design;Hiring;Okrs
IND2025211,Business Analyst,BrowserStack,Remote,Mid,3.5,22.7,4.1,Excel;Agile;Sql
IND2025212,React Developer,Paytm,Pune,Senior,6.5,4.5,3.0,React;Redux;Typescript;Html/Css
IND2025213,Java Developer,HAL,Pune,Mid,3.5,6.2,4.2,Sql;Rest Apis;Maven
IND2025214,Machine Learning Engineer,Lenskart,Chandigarh,Senior,6.5,48.0,4.0,Pytorch;Docker;Scikit-Learn;Mlops
IND2025215,Node.js Developer,Chargebee,Lucknow,Mid,3.5,18.2,3.8,Mongodb;Express.Js;Typescript
IND2025216,Software Engineer,Oracle,Remote,Entry,3.5,4.5,3.1,Python;C++;System Design;Java;Git;Algorithms
IND2025217,Android Developer,Deloitte,Mumbai,Mid,3.5,10.9,3.9,Android Sdk;Jetpack Compose;Java;Kotlin;Rest Apis
IND2025218,Frontend Developer,Byju's,Kochi,Mid,3.5,25.8,3.9,Figma;Typescript;Javascript
IND2025219,UI/UX Designer,ISRO,Remote,Senior,6.5,19.3,3.6,Css;Adobe Xd;User Research;Prototyping;Figma;Wireframing
IND2025220,Business Analyst,Darwinbox,Remote,Senior,6.5,41.4,3.4,Jira;Requirements Gathering;Power Bi;Sql
IND2025221,Backend Developer,BrowserStack,Remote,Mid,3.5,11.4,3.6,Docker;Fastapi;Mongodb
IND2025223,AI Engineer,Deloitte,Ahmedabad,Mid,3.5,20.0,3.2,Rag;Openai Api;Llms;Nlp;Python;Prompt Engineering
IND2025224,Business Analyst,BSNL,Delhi,Mid,3.5,22.6,3.9,Sql;Excel;Requirements Gathering;Power Bi;Agile
IND2025225,Python Developer,Groww,Nagpur,Mid,3.5,4.5,3.7,Rest Apis;Aws;Django;Python
IND2025226,AI Engineer,Cognizant,Remote,Senior,6.5,48.0,3.7,Prompt Engineering;Openai Api;Rag
